week_start_date,product_id,store_id,opening_stock,units_received,units_sold,closing_stock,stockout_flag
2024-03-25,BEV-019,STR-031,97,100,130,67,False
2024-03-25,BEV-020,STR-031,204,114,25,293,False
2024-03-25,BEV-001,STR-032,235,126,41,320,False
2024-03-25,BEV-002,STR-032,213,137,204,146,False
2024-03-25,BEV-003,STR-032,293,59,70,282,False
2024-03-25,BEV-004,STR-032,258,66,158,166,False
2024-03-25,BEV-005,STR-032,194,89,80,203,False
2024-03-25,BEV-006,STR-032,275,46,96,225,False
2024-03-25,BEV-007,STR-032,273,73,51,295,False
2024-03-25,BEV-008,STR-032,221,75,32,264,False
2024-03-25,BEV-009,STR-032,187,79,107,159,False
2024-03-25,BEV-010,STR-032,130,147,70,207,False
2024-03-25,BEV-011,STR-032,213,20,115,118,False
2024-03-25,BEV-012,STR-032,91,43,177,0,True
2024-03-25,BEV-013,STR-032,205,94,41,258,False
2024-03-25,BEV-014,STR-032,250,124,186,188,False
2024-03-25,BEV-015,STR-032,241,76,28,289,False
2024-03-25,BEV-016,STR-032,228,59,52,235,False
2024-03-25,BEV-017,STR-032,112,127,38,201,False
2024-03-25,BEV-018,STR-032,144,95,98,141,False
2024-03-25,BEV-019,STR-032,125,127,46,206,False
2024-03-25,BEV-020,STR-032,276,133,56,353,False
2024-03-25,BEV-001,STR-033,131,143,23,251,False
2024-03-25,BEV-002,STR-033,109,51,36,124,False
2024-03-25,BEV-003,STR-033,151,46,23,174,False
2024-03-25,BEV-004,STR-033,121,27,37,111,False
2024-03-25,BEV-005,STR-033,90,63,118,35,False
2024-03-25,BEV-006,STR-033,246,52,107,191,False
2024-03-25,BEV-007,STR-033,146,74,58,162,False
2024-03-25,BEV-008,STR-033,92,55,63,84,False
2024-03-25,BEV-009,STR-033,166,45,91,120,False
2024-03-25,BEV-010,STR-033,281,57,88,250,False
2024-03-25,BEV-011,STR-033,179,33,93,119,False
2024-03-25,BEV-012,STR-033,103,138,91,150,False
2024-03-25,BEV-013,STR-033,289,120,59,350,False
2024-03-25,BEV-014,STR-033,232,137,38,331,False
2024-03-25,BEV-015,STR-033,291,36,56,271,False
2024-03-25,BEV-016,STR-033,211,104,81,234,False
2024-03-25,BEV-017,STR-033,291,128,78,341,False
2024-03-25,BEV-018,STR-033,190,124,29,285,False
2024-03-25,BEV-019,STR-033,160,118,101,177,False
2024-03-25,BEV-020,STR-033,120,79,34,165,False
2024-03-25,BEV-001,STR-034,166,62,128,100,False
2024-03-25,BEV-002,STR-034,261,71,63,269,False
2024-03-25,BEV-003,STR-034,100,141,77,164,False
2024-03-25,BEV-004,STR-034,289,63,135,217,False
2024-03-25,BEV-005,STR-034,298,97,50,345,False
2024-03-25,BEV-006,STR-034,210,84,30,264,False
2024-03-25,BEV-007,STR-034,238,64,83,219,False
2024-03-25,BEV-008,STR-034,193,93,75,211,False
2024-03-25,BEV-009,STR-034,134,79,57,156,False
2024-03-25,BEV-010,STR-034,238,134,201,171,False
2024-03-25,BEV-011,STR-034,288,58,99,247,False
2024-03-25,BEV-012,STR-034,203,123,100,226,False
2024-03-25,BEV-013,STR-034,127,99,69,157,False
2024-03-25,BEV-014,STR-034,106,35,157,0,True
2024-03-25,BEV-015,STR-034,259,128,54,333,False
2024-03-25,BEV-016,STR-034,211,136,86,261,False
2024-03-25,BEV-017,STR-034,170,107,42,235,False
2024-03-25,BEV-018,STR-034,137,37,60,114,False
2024-03-25,BEV-019,STR-034,251,109,70,290,False
2024-03-25,BEV-020,STR-034,153,63,83,133,False
2024-03-25,BEV-001,STR-035,282,129,41,370,False
2024-03-25,BEV-002,STR-035,245,100,117,228,False
2024-03-25,BEV-003,STR-035,288,147,47,388,False
2024-03-25,BEV-004,STR-035,89,82,117,54,False
2024-03-25,BEV-005,STR-035,173,65,130,108,False
2024-03-25,BEV-006,STR-035,81,133,82,132,False
2024-03-25,BEV-007,STR-035,227,22,173,76,False
2024-03-25,BEV-008,STR-035,115,24,111,28,False
2024-03-25,BEV-009,STR-035,99,22,161,0,True
2024-03-25,BEV-010,STR-035,82,119,58,143,False
2024-03-25,BEV-011,STR-035,149,107,71,185,False
2024-03-25,BEV-012,STR-035,207,66,149,124,False
2024-03-25,BEV-013,STR-035,181,56,34,203,False
2024-03-25,BEV-014,STR-035,87,121,50,158,False
2024-03-25,BEV-015,STR-035,192,126,106,212,False
2024-03-25,BEV-016,STR-035,208,64,105,167,False
2024-03-25,BEV-017,STR-035,281,29,99,211,False
2024-03-25,BEV-018,STR-035,165,106,99,172,False
2024-03-25,BEV-019,STR-035,248,31,24,255,False
2024-03-25,BEV-020,STR-035,87,143,72,158,False
2024-03-25,BEV-001,STR-036,124,107,63,168,False
2024-03-25,BEV-002,STR-036,208,105,36,277,False
2024-03-25,BEV-003,STR-036,186,75,145,116,False
2024-03-25,BEV-004,STR-036,177,56,74,159,False
2024-03-25,BEV-005,STR-036,282,91,30,343,False
2024-03-25,BEV-006,STR-036,200,114,171,143,False
2024-03-25,BEV-007,STR-036,256,106,126,236,False
2024-03-25,BEV-008,STR-036,247,121,48,320,False
2024-03-25,BEV-009,STR-036,147,119,166,100,False
2024-03-25,BEV-010,STR-036,278,146,100,324,False
2024-03-25,BEV-011,STR-036,217,89,62,244,False
2024-03-25,BEV-012,STR-036,83,40,72,51,False
2024-03-25,BEV-013,STR-036,121,103,177,47,False
2024-03-25,BEV-014,STR-036,288,135,29,394,False
2024-03-25,BEV-015,STR-036,213,30,44,199,False
2024-03-25,BEV-016,STR-036,289,138,55,372,False
2024-03-25,BEV-017,STR-036,152,50,93,109,False
2024-03-25,BEV-018,STR-036,238,69,130,177,False
2024-03-25,BEV-019,STR-036,177,60,44,193,False
2024-03-25,BEV-020,STR-036,191,132,126,197,False
2024-03-25,BEV-001,STR-037,284,146,94,336,False
2024-03-25,BEV-002,STR-037,145,132,86,191,False
2024-03-25,BEV-003,STR-037,94,53,106,41,False
2024-03-25,BEV-004,STR-037,297,63,73,287,False
2024-03-25,BEV-005,STR-037,240,98,124,214,False
2024-03-25,BEV-006,STR-037,178,111,39,250,False
2024-03-25,BEV-007,STR-037,185,137,40,282,False
2024-03-25,BEV-008,STR-037,119,25,24,120,False
2024-03-25,BEV-009,STR-037,154,33,98,89,False
2024-03-25,BEV-010,STR-037,292,142,108,326,False
2024-03-25,BEV-011,STR-037,291,24,37,278,False
2024-03-25,BEV-012,STR-037,124,62,101,85,False
2024-03-25,BEV-013,STR-037,260,139,71,328,False
2024-03-25,BEV-014,STR-037,276,88,118,246,False
2024-03-25,BEV-015,STR-037,127,130,69,188,False
2024-03-25,BEV-016,STR-037,152,130,79,203,False
2024-03-25,BEV-017,STR-037,104,97,101,100,False
2024-03-25,BEV-018,STR-037,239,80,62,257,False
2024-03-25,BEV-019,STR-037,166,20,58,128,False
2024-03-25,BEV-020,STR-037,190,89,42,237,False
2024-03-25,BEV-001,STR-038,223,127,115,235,False
2024-03-25,BEV-002,STR-038,160,112,46,226,False
2024-03-25,BEV-003,STR-038,185,91,33,243,False
2024-03-25,BEV-004,STR-038,136,30,93,73,False
2024-03-25,BEV-005,STR-038,225,110,102,233,False
2024-03-25,BEV-006,STR-038,166,128,165,129,False
2024-03-25,BEV-007,STR-038,106,116,51,171,False
2024-03-25,BEV-008,STR-038,295,28,29,294,False
2024-03-25,BEV-009,STR-038,92,27,82,37,False
2024-03-25,BEV-010,STR-038,193,75,29,239,False
2024-03-25,BEV-011,STR-038,289,116,36,369,False
2024-03-25,BEV-012,STR-038,86,96,35,147,False
2024-03-25,BEV-013,STR-038,207,123,22,308,False
2024-03-25,BEV-014,STR-038,163,56,70,149,False
2024-03-25,BEV-015,STR-038,143,36,65,114,False
2024-03-25,BEV-016,STR-038,172,40,118,94,False
2024-03-25,BEV-017,STR-038,157,124,95,186,False
2024-03-25,BEV-018,STR-038,190,105,100,195,False
2024-03-25,BEV-019,STR-038,131,96,66,161,False
2024-03-25,BEV-020,STR-038,174,31,97,108,False
2024-03-25,BEV-001,STR-039,175,65,75,165,False
2024-03-25,BEV-002,STR-039,149,145,71,223,False
2024-03-25,BEV-003,STR-039,294,90,79,305,False
2024-03-25,BEV-004,STR-039,264,39,87,216,False
2024-03-25,BEV-005,STR-039,147,104,132,119,False
2024-03-25,BEV-006,STR-039,123,49,22,150,False
2024-03-25,BEV-007,STR-039,232,50,84,198,False
2024-03-25,BEV-008,STR-039,206,149,57,298,False
2024-03-25,BEV-009,STR-039,291,33,60,264,False
2024-03-25,BEV-010,STR-039,181,88,20,249,False
2024-03-25,BEV-011,STR-039,259,142,117,284,False
2024-03-25,BEV-012,STR-039,290,52,28,314,False
2024-03-25,BEV-013,STR-039,291,28,56,263,False
2024-03-25,BEV-014,STR-039,174,27,40,161,False
2024-03-25,BEV-015,STR-039,282,26,34,274,False
2024-03-25,BEV-016,STR-039,228,111,28,311,False
2024-03-25,BEV-017,STR-039,132,34,117,49,False
2024-03-25,BEV-018,STR-039,279,71,82,268,False
2024-03-25,BEV-019,STR-039,283,56,109,230,False
2024-03-25,BEV-020,STR-039,285,110,45,350,False
2024-03-25,BEV-001,STR-040,158,80,112,126,False
2024-03-25,BEV-002,STR-040,229,55,156,128,False
2024-03-25,BEV-003,STR-040,173,116,99,190,False
2024-03-25,BEV-004,STR-040,270,59,57,272,False
2024-03-25,BEV-005,STR-040,143,33,89,87,False
2024-03-25,BEV-006,STR-040,209,145,48,306,False
2024-03-25,BEV-007,STR-040,270,38,76,232,False
2024-03-25,BEV-008,STR-040,157,90,87,160,False
2024-03-25,BEV-009,STR-040,204,28,89,143,False
2024-03-25,BEV-010,STR-040,112,146,138,120,False
2024-03-25,BEV-011,STR-040,295,135,164,266,False
2024-03-25,BEV-012,STR-040,140,125,56,209,False
2024-03-25,BEV-013,STR-040,292,63,53,302,False
2024-03-25,BEV-014,STR-040,144,104,40,208,False
2024-03-25,BEV-015,STR-040,136,43,102,77,False
2024-03-25,BEV-016,STR-040,181,124,82,223,False
2024-03-25,BEV-017,STR-040,275,25,103,197,False
2024-03-25,BEV-018,STR-040,274,53,77,250,False
2024-03-25,BEV-019,STR-040,232,136,52,316,False
2024-03-25,BEV-020,STR-040,106,37,36,107,False
2024-04-01,BEV-001,STR-001,84,137,162,59,False
2024-04-01,BEV-002,STR-001,295,115,109,301,False
2024-04-01,BEV-003,STR-001,292,63,194,161,False
2024-04-01,BEV-004,STR-001,177,112,43,246,False
2024-04-01,BEV-005,STR-001,84,80,61,103,False
2024-04-01,BEV-006,STR-001,171,94,84,181,False
2024-04-01,BEV-007,STR-001,118,103,159,62,False
2024-04-01,BEV-008,STR-001,203,105,32,276,False
2024-04-01,BEV-009,STR-001,248,131,24,355,False
2024-04-01,BEV-010,STR-001,148,125,99,174,False
2024-04-01,BEV-011,STR-001,109,61,51,119,False
2024-04-01,BEV-012,STR-001,108,104,54,158,False
2024-04-01,BEV-013,STR-001,150,60,44,166,False
2024-04-01,BEV-014,STR-001,280,82,151,211,False
2024-04-01,BEV-015,STR-001,198,119,38,279,False
2024-04-01,BEV-016,STR-001,208,114,118,204,False
2024-04-01,BEV-017,STR-001,227,84,32,279,False
2024-04-01,BEV-018,STR-001,172,55,59,168,False
2024-04-01,BEV-019,STR-001,230,63,128,165,False
2024-04-01,BEV-020,STR-001,206,26,95,137,False
2024-04-01,BEV-001,STR-002,238,57,75,220,False
2024-04-01,BEV-002,STR-002,184,41,69,156,False
2024-04-01,BEV-003,STR-002,282,73,107,248,False
2024-04-01,BEV-004,STR-002,261,25,58,228,False
2024-04-01,BEV-005,STR-002,280,127,106,301,False
2024-04-01,BEV-006,STR-002,108,62,99,71,False
2024-04-01,BEV-007,STR-002,274,128,104,298,False
2024-04-01,BEV-008,STR-002,141,32,102,71,False
2024-04-01,BEV-009,STR-002,194,66,47,213,False
2024-04-01,BEV-010,STR-002,267,34,60,241,False
2024-04-01,BEV-011,STR-002,84,88,144,28,False
2024-04-01,BEV-012,STR-002,81,133,107,107,False
2024-04-01,BEV-013,STR-002,117,113,60,170,False
2024-04-01,BEV-014,STR-002,261,58,80,239,False
2024-04-01,BEV-015,STR-002,99,48,75,72,False
2024-04-01,BEV-016,STR-002,242,36,95,183,False
2024-04-01,BEV-017,STR-002,195,70,97,168,False
2024-04-01,BEV-018,STR-002,215,134,103,246,False
2024-04-01,BEV-019,STR-002,258,110,123,245,False
2024-04-01,BEV-020,STR-002,85,118,84,119,False
2024-04-01,BEV-001,STR-003,148,52,41,159,False
2024-04-01,BEV-002,STR-003,269,74,156,187,False
2024-04-01,BEV-003,STR-003,112,21,154,0,True
2024-04-01,BEV-004,STR-003,288,85,65,308,False
2024-04-01,BEV-005,STR-003,283,34,115,202,False
2024-04-01,BEV-006,STR-003,294,135,87,342,False
2024-04-01,BEV-007,STR-003,289,80,69,300,False
2024-04-01,BEV-008,STR-003,238,140,195,183,False
2024-04-01,BEV-009,STR-003,250,141,105,286,False
2024-04-01,BEV-010,STR-003,102,44,96,50,False
2024-04-01,BEV-011,STR-003,235,118,143,210,False
2024-04-01,BEV-012,STR-003,173,131,59,245,False
2024-04-01,BEV-013,STR-003,162,148,88,222,False
2024-04-01,BEV-014,STR-003,188,127,35,280,False
2024-04-01,BEV-015,STR-003,99,48,64,83,False
2024-04-01,BEV-016,STR-003,215,81,114,182,False
2024-04-01,BEV-017,STR-003,221,22,50,193,False
2024-04-01,BEV-018,STR-003,134,63,35,162,False
2024-04-01,BEV-019,STR-003,251,132,99,284,False
2024-04-01,BEV-020,STR-003,250,111,93,268,False
2024-04-01,BEV-001,STR-004,235,24,71,188,False
2024-04-01,BEV-002,STR-004,250,58,57,251,False
2024-04-01,BEV-003,STR-004,89,82,79,92,False
2024-04-01,BEV-004,STR-004,88,103,106,85,False
2024-04-01,BEV-005,STR-004,190,48,214,24,False
2024-04-01,BEV-006,STR-004,235,118,73,280,False
2024-04-01,BEV-007,STR-004,294,34,67,261,False
2024-04-01,BEV-008,STR-004,288,54,86,256,False
2024-04-01,BEV-009,STR-004,140,39,117,62,False
2024-04-01,BEV-010,STR-004,137,119,118,138,False
2024-04-01,BEV-011,STR-004,282,105,73,314,False
2024-04-01,BEV-012,STR-004,167,20,31,156,False
2024-04-01,BEV-013,STR-004,193,110,56,247,False
2024-04-01,BEV-014,STR-004,92,37,76,53,False
2024-04-01,BEV-015,STR-004,241,71,146,166,False
2024-04-01,BEV-016,STR-004,149,77,178,48,False
2024-04-01,BEV-017,STR-004,106,76,72,110,False
2024-04-01,BEV-018,STR-004,203,133,118,218,False
2024-04-01,BEV-019,STR-004,88,98,56,130,False
2024-04-01,BEV-020,STR-004,230,78,72,236,False
2024-04-01,BEV-001,STR-005,274,41,79,236,False
2024-04-01,BEV-002,STR-005,257,103,100,260,False
2024-04-01,BEV-003,STR-005,259,26,76,209,False
2024-04-01,BEV-004,STR-005,196,56,157,95,False
2024-04-01,BEV-005,STR-005,147,125,115,157,False
2024-04-01,BEV-006,STR-005,271,37,98,210,False
2024-04-01,BEV-007,STR-005,242,42,150,134,False
2024-04-01,BEV-008,STR-005,174,95,51,218,False
2024-04-01,BEV-009,STR-005,256,34,22,268,False
2024-04-01,BEV-010,STR-005,209,141,146,204,False
2024-04-01,BEV-011,STR-005,254,75,107,222,False
2024-04-01,BEV-012,STR-005,176,33,55,154,False
2024-04-01,BEV-013,STR-005,234,123,49,308,False
2024-04-01,BEV-014,STR-005,291,149,44,396,False
2024-04-01,BEV-015,STR-005,83,147,49,181,False
2024-04-01,BEV-016,STR-005,171,96,30,237,False
2024-04-01,BEV-017,STR-005,279,97,102,274,False
2024-04-01,BEV-018,STR-005,257,133,82,308,False
2024-04-01,BEV-019,STR-005,153,144,152,145,False
2024-04-01,BEV-020,STR-005,291,95,54,332,False
2024-04-01,BEV-001,STR-006,163,95,100,158,False
2024-04-01,BEV-002,STR-006,219,86,60,245,False
2024-04-01,BEV-003,STR-006,150,96,116,130,False
2024-04-01,BEV-004,STR-006,154,135,31,258,False
2024-04-01,BEV-005,STR-006,163,68,97,134,False
2024-04-01,BEV-006,STR-006,142,46,63,125,False
2024-04-01,BEV-007,STR-006,277,124,44,357,False
2024-04-01,BEV-008,STR-006,137,141,105,173,False
2024-04-01,BEV-009,STR-006,201,28,200,29,False
2024-04-01,BEV-010,STR-006,292,148,111,329,False
2024-04-01,BEV-011,STR-006,155,111,59,207,False
2024-04-01,BEV-012,STR-006,231,38,109,160,False
2024-04-01,BEV-013,STR-006,201,99,112,188,False
2024-04-01,BEV-014,STR-006,167,25,35,157,False
2024-04-01,BEV-015,STR-006,192,113,42,263,False
2024-04-01,BEV-016,STR-006,102,38,184,0,True
2024-04-01,BEV-017,STR-006,296,149,50,395,False
2024-04-01,BEV-018,STR-006,281,127,205,203,False
2024-04-01,BEV-019,STR-006,215,124,112,227,False
2024-04-01,BEV-020,STR-006,122,52,110,64,False
2024-04-01,BEV-001,STR-007,250,138,66,322,False
2024-04-01,BEV-002,STR-007,237,53,45,245,False
2024-04-01,BEV-003,STR-007,157,119,54,222,False
2024-04-01,BEV-004,STR-007,99,81,72,108,False
2024-04-01,BEV-005,STR-007,286,21,45,262,False
2024-04-01,BEV-006,STR-007,295,107,210,192,False
2024-04-01,BEV-007,STR-007,287,137,70,354,False
2024-04-01,BEV-008,STR-007,147,98,30,215,False
2024-04-01,BEV-009,STR-007,162,131,51,242,False
2024-04-01,BEV-010,STR-007,114,122,56,180,False
2024-04-01,BEV-011,STR-007,120,141,110,151,False
2024-04-01,BEV-012,STR-007,236,51,41,246,False
2024-04-01,BEV-013,STR-007,220,141,20,341,False
2024-04-01,BEV-014,STR-007,133,35,54,114,False
2024-04-01,BEV-015,STR-007,89,72,82,79,False
2024-04-01,BEV-016,STR-007,161,53,80,134,False
2024-04-01,BEV-017,STR-007,164,104,22,246,False
2024-04-01,BEV-018,STR-007,208,78,118,168,False
2024-04-01,BEV-019,STR-007,178,44,34,188,False
2024-04-01,BEV-020,STR-007,239,50,24,265,False
2024-04-01,BEV-001,STR-008,153,144,47,250,False
2024-04-01,BEV-002,STR-008,82,105,61,126,False
2024-04-01,BEV-003,STR-008,181,140,24,297,False
2024-04-01,BEV-004,STR-008,248,123,96,275,False
2024-04-01,BEV-005,STR-008,141,107,176,72,False
2024-04-01,BEV-006,STR-008,200,52,111,141,False
2024-04-01,BEV-007,STR-008,170,58,87,141,False
2024-04-01,BEV-008,STR-008,108,124,84,148,False
2024-04-01,BEV-009,STR-008,104,38,65,77,False
2024-04-01,BEV-010,STR-008,272,118,77,313,False
2024-04-01,BEV-011,STR-008,95,91,138,48,False
2024-04-01,BEV-012,STR-008,278,104,26,356,False
2024-04-01,BEV-013,STR-008,282,25,75,232,False
2024-04-01,BEV-014,STR-008,267,56,80,243,False
2024-04-01,BEV-015,STR-008,133,23,24,132,False
2024-04-01,BEV-016,STR-008,290,104,36,358,False
2024-04-01,BEV-017,STR-008,244,34,87,191,False
2024-04-01,BEV-018,STR-008,138,61,26,173,False
2024-04-01,BEV-019,STR-008,195,25,45,175,False
2024-04-01,BEV-020,STR-008,98,141,21,218,False
2024-04-01,BEV-001,STR-009,286,123,85,324,False
2024-04-01,BEV-002,STR-009,169,145,66,248,False
2024-04-01,BEV-003,STR-009,154,129,81,202,False
2024-04-01,BEV-004,STR-009,272,141,40,373,False
2024-04-01,BEV-005,STR-009,89,36,81,44,False
2024-04-01,BEV-006,STR-009,282,34,97,219,False
2024-04-01,BEV-007,STR-009,283,22,59,246,False
2024-04-01,BEV-008,STR-009,229,75,64,240,False
2024-04-01,BEV-009,STR-009,266,45,170,141,False
2024-04-01,BEV-010,STR-009,182,106,62,226,False
2024-04-01,BEV-011,STR-009,287,80,88,279,False
2024-04-01,BEV-012,STR-009,134,22,159,0,True
2024-04-01,BEV-013,STR-009,237,88,100,225,False
2024-04-01,BEV-014,STR-009,214,70,51,233,False
2024-04-01,BEV-015,STR-009,133,31,119,45,False
2024-04-01,BEV-016,STR-009,248,138,86,300,False
2024-04-01,BEV-017,STR-009,192,139,80,251,False
2024-04-01,BEV-018,STR-009,168,125,119,174,False
2024-04-01,BEV-019,STR-009,193,50,114,129,False
2024-04-01,BEV-020,STR-009,90,140,159,71,False
2024-04-01,BEV-001,STR-010,213,142,87,268,False
2024-04-01,BEV-002,STR-010,124,109,77,156,False
2024-04-01,BEV-003,STR-010,151,122,88,185,False
2024-04-01,BEV-004,STR-010,116,120,33,203,False
2024-04-01,BEV-005,STR-010,191,49,35,205,False
2024-04-01,BEV-006,STR-010,117,28,114,31,False
2024-04-01,BEV-007,STR-010,100,88,82,106,False
2024-04-01,BEV-008,STR-010,98,131,51,178,False
2024-04-01,BEV-009,STR-010,159,37,71,125,False
2024-04-01,BEV-010,STR-010,283,99,27,355,False
2024-04-01,BEV-011,STR-010,204,135,48,291,False
2024-04-01,BEV-012,STR-010,111,107,104,114,False
2024-04-01,BEV-013,STR-010,255,91,31,315,False
2024-04-01,BEV-014,STR-010,209,73,82,200,False
2024-04-01,BEV-015,STR-010,182,61,96,147,False
2024-04-01,BEV-016,STR-010,242,121,48,315,False
2024-04-01,BEV-017,STR-010,198,134,38,294,False
2024-04-01,BEV-018,STR-010,139,143,67,215,False
2024-04-01,BEV-019,STR-010,128,42,155,15,False
2024-04-01,BEV-020,STR-010,147,54,107,94,False
2024-04-01,BEV-001,STR-011,221,41,119,143,False
2024-04-01,BEV-002,STR-011,237,22,25,234,False
2024-04-01,BEV-003,STR-011,154,29,101,82,False
2024-04-01,BEV-004,STR-011,146,69,98,117,False
2024-04-01,BEV-005,STR-011,206,34,69,171,False
2024-04-01,BEV-006,STR-011,201,67,118,150,False
2024-04-01,BEV-007,STR-011,193,25,94,124,False
2024-04-01,BEV-008,STR-011,83,42,31,94,False
2024-04-01,BEV-009,STR-011,252,84,30,306,False
2024-04-01,BEV-010,STR-011,135,34,84,85,False
2024-04-01,BEV-011,STR-011,211,110,44,277,False
2024-04-01,BEV-012,STR-011,284,123,62,345,False
2024-04-01,BEV-013,STR-011,239,28,94,173,False
2024-04-01,BEV-014,STR-011,296,58,110,244,False
2024-04-01,BEV-015,STR-011,119,35,78,76,False
2024-04-01,BEV-016,STR-011,160,110,81,189,False
2024-04-01,BEV-017,STR-011,217,84,77,224,False
2024-04-01,BEV-018,STR-011,194,69,96,167,False
2024-04-01,BEV-019,STR-011,108,126,79,155,False
2024-04-01,BEV-020,STR-011,240,142,99,283,False
2024-04-01,BEV-001,STR-012,293,126,114,305,False
2024-04-01,BEV-002,STR-012,90,120,182,28,False
2024-04-01,BEV-003,STR-012,236,54,61,229,False
2024-04-01,BEV-004,STR-012,159,135,127,167,False
2024-04-01,BEV-005,STR-012,187,75,79,183,False
2024-04-01,BEV-006,STR-012,130,114,85,159,False
2024-04-01,BEV-007,STR-012,164,69,70,163,False
2024-04-01,BEV-008,STR-012,237,140,59,318,False
2024-04-01,BEV-009,STR-012,232,113,61,284,False
2024-04-01,BEV-010,STR-012,281,23,59,245,False
2024-04-01,BEV-011,STR-012,142,41,94,89,False
2024-04-01,BEV-012,STR-012,136,23,109,50,False
2024-04-01,BEV-013,STR-012,272,67,104,235,False
2024-04-01,BEV-014,STR-012,230,25,84,171,False
2024-04-01,BEV-015,STR-012,194,90,20,264,False
2024-04-01,BEV-016,STR-012,212,104,32,284,False
2024-04-01,BEV-017,STR-012,241,39,64,216,False
2024-04-01,BEV-018,STR-012,93,136,114,115,False
2024-04-01,BEV-019,STR-012,150,114,21,243,False
2024-04-01,BEV-020,STR-012,215,77,84,208,False
2024-04-01,BEV-001,STR-013,80,102,114,68,False
2024-04-01,BEV-002,STR-013,297,37,40,294,False
2024-04-01,BEV-003,STR-013,273,112,90,295,False
2024-04-01,BEV-004,STR-013,145,86,85,146,False
2024-04-01,BEV-005,STR-013,206,107,91,222,False
2024-04-01,BEV-006,STR-013,88,126,26,188,False
2024-04-01,BEV-007,STR-013,127,145,41,231,False
2024-04-01,BEV-008,STR-013,139,97,131,105,False
2024-04-01,BEV-009,STR-013,205,137,40,302,False
2024-04-01,BEV-010,STR-013,259,62,28,293,False
2024-04-01,BEV-011,STR-013,282,145,55,372,False
2024-04-01,BEV-012,STR-013,129,126,101,154,False
2024-04-01,BEV-013,STR-013,167,33,73,127,False
2024-04-01,BEV-014,STR-013,97,96,66,127,False
2024-04-01,BEV-015,STR-013,113,102,168,47,False
2024-04-01,BEV-016,STR-013,120,138,30,228,False
2024-04-01,BEV-017,STR-013,154,146,73,227,False
2024-04-01,BEV-018,STR-013,256,88,104,240,False
2024-04-01,BEV-019,STR-013,292,67,39,320,False
2024-04-01,BEV-020,STR-013,91,132,126,97,False
2024-04-01,BEV-001,STR-014,93,83,125,51,False
2024-04-01,BEV-002,STR-014,105,74,225,0,True
2024-04-01,BEV-003,STR-014,138,98,133,103,False
2024-04-01,BEV-004,STR-014,263,87,97,253,False
2024-04-01,BEV-005,STR-014,237,149,83,303,False
2024-04-01,BEV-006,STR-014,151,67,84,134,False
2024-04-01,BEV-007,STR-014,84,40,115,9,False
2024-04-01,BEV-008,STR-014,257,126,83,300,False
2024-04-01,BEV-009,STR-014,150,113,74,189,False
2024-04-01,BEV-010,STR-014,173,92,33,232,False
2024-04-01,BEV-011,STR-014,234,21,225,30,False
2024-04-01,BEV-012,STR-014,170,59,147,82,False
2024-04-01,BEV-013,STR-014,296,55,126,225,False
2024-04-01,BEV-014,STR-014,278,120,118,280,False
2024-04-01,BEV-015,STR-014,291,37,40,288,False
2024-04-01,BEV-016,STR-014,194,25,36,183,False
2024-04-01,BEV-017,STR-014,275,86,53,308,False
2024-04-01,BEV-018,STR-014,204,71,22,253,False
2024-04-01,BEV-019,STR-014,277,22,110,189,False
2024-04-01,BEV-020,STR-014,224,146,49,321,False
2024-04-01,BEV-001,STR-015,145,41,49,137,False
2024-04-01,BEV-002,STR-015,192,72,35,229,False
2024-04-01,BEV-003,STR-015,155,54,43,166,False
2024-04-01,BEV-004,STR-015,122,64,166,20,False
2024-04-01,BEV-005,STR-015,200,83,28,255,False
2024-04-01,BEV-006,STR-015,94,63,70,87,False
2024-04-01,BEV-007,STR-015,121,104,87,138,False
2024-04-01,BEV-008,STR-015,83,90,59,114,False
2024-04-01,BEV-009,STR-015,108,25,28,105,False
2024-04-01,BEV-010,STR-015,246,100,23,323,False
2024-04-01,BEV-011,STR-015,172,133,45,260,False
2024-04-01,BEV-012,STR-015,182,51,162,71,False
2024-04-01,BEV-013,STR-015,193,106,52,247,False
2024-04-01,BEV-014,STR-015,130,59,94,95,False
2024-04-01,BEV-015,STR-015,214,20,58,176,False
2024-04-01,BEV-016,STR-015,232,25,48,209,False
2024-04-01,BEV-017,STR-015,299,114,103,310,False
2024-04-01,BEV-018,STR-015,204,35,78,161,False
2024-04-01,BEV-019,STR-015,222,91,62,251,False
2024-04-01,BEV-020,STR-015,217,68,27,258,False
2024-04-01,BEV-001,STR-016,277,126,47,356,False
2024-04-01,BEV-002,STR-016,217,58,96,179,False
2024-04-01,BEV-003,STR-016,137,64,93,108,False
2024-04-01,BEV-004,STR-016,107,108,77,138,False
2024-04-01,BEV-005,STR-016,171,92,109,154,False
2024-04-01,BEV-006,STR-016,84,76,56,104,False
2024-04-01,BEV-007,STR-016,159,48,54,153,False
2024-04-01,BEV-008,STR-016,134,76,26,184,False
2024-04-01,BEV-009,STR-016,225,103,95,233,False
2024-04-01,BEV-010,STR-016,129,105,149,85,False
2024-04-01,BEV-011,STR-016,155,27,100,82,False
2024-04-01,BEV-012,STR-016,267,128,84,311,False
2024-04-01,BEV-013,STR-016,112,121,96,137,False
2024-04-01,BEV-014,STR-016,253,140,99,294,False
2024-04-01,BEV-015,STR-016,276,146,73,349,False
2024-04-01,BEV-016,STR-016,222,113,97,238,False
